sample_type,province,location,season,lon,lat,antibiotic,antibiotic_class,median_concentration,concentration_unit,sample_year,reference_number
sediment,Shandong,Shandong Jiaozhou Bay,11,120.125,36.15,Oxolinic Acid,Quinolones,0.89,ng/g,2015,102
sediment,Shandong,Shandong Jiaozhou Bay,11,120.125,36.15,Pipemidic Acid,Quinolones,2.85,ng/g,2015,102
sediment,Shandong,Shandong Jiaozhou Bay,11,120.125,36.15,Sarafloxacin,Fluoroquinolones,0.12,ng/g,2015,102
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Chlortetracycline,Tetracyclines,0.289,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Ciprofloxacin,Fluoroquinolones,0.395,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Enrofloxacin,Fluoroquinolones,12.696,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Erythromycin-H2O,Macrolides,0.246,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Norfloxacin,Fluoroquinolones,1.318,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Ofloxacin,Fluoroquinolones,2.53,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Oxytetracycline,Tetracyclines,0.242,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Roxithromycin-H2O,Macrolides,1.199,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Sulfadiazine,Sulfonamides,0.856,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Sulfadimidine,Sulfonamides,0.443,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Sulfamerazine,Sulfonamides,0.298,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Sulfamethoxazole,Sulfonamides,0.187,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Tetracycline,Tetracyclines,3.481,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,2,116.958333,34.891667,Trimethoprim,Diaminopyrimidines,0.026,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Chlortetracycline,Tetracyclines,0.239,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Ciprofloxacin,Fluoroquinolones,0.311,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Enrofloxacin,Fluoroquinolones,0.344,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Norfloxacin,Fluoroquinolones,3.458,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Ofloxacin,Fluoroquinolones,6.448,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Oxytetracycline,Tetracyclines,1.04,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Roxithromycin-H2O,Macrolides,1.361,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Sulfadiazine,Sulfonamides,3.188,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Sulfadimidine,Sulfonamides,1.755,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Sulfamerazine,Sulfonamides,0.19,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Sulfamethoxazole,Sulfonamides,2.049,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Tetracycline,Tetracyclines,0.146,ng/g,2017,75
sediment,Shandong,Shandong Jining Weishan County Nansi Lake,8,116.958333,34.891667,Trimethoprim,Diaminopyrimidines,0.146,ng/g,2017,75
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Chlortetracycline,Tetracyclines,0.42,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Doxycycline,Tetracyclines,9.340000000000002,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Oxytetracycline,Tetracyclines,7.4,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Sulfadiazine,Sulfonamides,0.12,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Sulfadimidine,Sulfonamides,0.26,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Sulfamerazine,Sulfonamides,0.05,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Sulfamethoxazole,Sulfonamides,0.13,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Sulfapyridine,Sulfonamides,0.09,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Sulfaquinoxaline,Sulfonamides,0.04,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Sulfathiazole,Sulfonamides,0.03,ng/g,2013,164
sediment,Shandong,Shandong Qingdao,3,120.382639,36.067082,Tetracycline,Tetracyclines,6.45,ng/g,2013,164
sediment,Shandong,Shandong Qingdao Huangdao district Jiaozhou Bay,2,120.233056,36.066667,Flumequine,Fluoroquinolones,0.02,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Huangdao district Jiaozhou Bay,2,120.176667,36.104444,Oxytetracycline,Tetracyclines,0.355,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Huangdao district Jiaozhou Bay,2,120.233056,36.066667,Roxithromycin,Macrolides,0.64,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Huangdao district Jiaozhou Bay,2,120.176667,36.104444,Sulfabenzamide,Sulfonamides,0.12,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Jiaozhou Jiaozhou Bay wetland,6,120.106,36.121,Ciprofloxacin,Fluoroquinolones,0.03,ng/g,2016,145
sediment,Shandong,Shandong Qingdao Jiaozhou Jiaozhou Bay wetland,6,120.106,36.121,Enrofloxacin,Fluoroquinolones,0.176,ng/g,2016,145
sediment,Shandong,Shandong Qingdao Jiaozhou Jiaozhou Bay wetland,6,120.106,36.121,Lomefloxacin,Fluoroquinolones,0.255,ng/g,2016,145
sediment,Shandong,Shandong Qingdao Jiaozhou Jiaozhou Bay wetland,6,120.106,36.121,Ofloxacin,Fluoroquinolones,1.049,ng/g,2016,145
sediment,Shandong,Shandong Qingdao Jiaozhou Jiaozhou Bay wetland,6,120.106,36.121,Oxolinic Acid,Quinolones,0.718,ng/g,2016,145
sediment,Shandong,Shandong Qingdao Jiaozhou Jiaozhou Bay wetland,6,120.106,36.121,Sarafloxacin,Fluoroquinolones,0.173,ng/g,2016,145
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.186667,36.133056,Flumequine,Fluoroquinolones,0.04,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.291667,36.1,Ofloxacin,Fluoroquinolones,0.095,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.25,36.133056,Oxolinic Acid,Quinolones,0.02,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.186667,36.133056,Oxytetracycline,Tetracyclines,2.38,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.186667,36.133056,Roxithromycin,Macrolides,1.245,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.186667,36.133056,Sulfabenzamide,Sulfonamides,0.26,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.186667,36.133056,Sulfaphenazole,Sulfonamides,0.10500000000000001,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.186667,36.133056,Sulfaquinoxaline,Sulfonamides,0.03,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shibei district Jiaozhou Bay,2,120.291667,36.1,Tetracycline,Tetracyclines,0.375,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shinan district Jiaozhou Bay,2,120.38,36.036111,Flumequine,Fluoroquinolones,0.01,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shinan district Jiaozhou Bay,2,120.38,36.036111,Roxithromycin,Macrolides,0.36,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shinan district Jiaozhou Bay,2,120.38,36.036111,Sulfabenzamide,Sulfonamides,0.14,ng/g,2018,65
sediment,Shandong,Shandong Qingdao Shinan district Jiaozhou Bay,2,120.38,36.036111,Tetracycline,Tetracyclines,3.43,ng/g,2018,65
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Ciprofloxacin,Fluoroquinolones,0.3,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Enrofloxacin,Fluoroquinolones,0.14,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Flumequine,Fluoroquinolones,0.1,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Lomefloxacin,Fluoroquinolones,0.11,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Ofloxacin,Fluoroquinolones,1.28,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Oxolinic Acid,Quinolones,0.21,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Pipemidic Acid,Quinolones,2.43,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the Yang river Estuary,NA,120.105,36.125,Sarafloxacin,Fluoroquinolones,0.06,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Ciprofloxacin,Fluoroquinolones,0.11,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Enrofloxacin,Fluoroquinolones,0.08,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Flumequine,Fluoroquinolones,0.06,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Lomefloxacin,Fluoroquinolones,0.17,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Ofloxacin,Fluoroquinolones,1.77,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Oxolinic Acid,Quinolones,0.12,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Pipemidic Acid,Quinolones,1.51,ng/g,2016,61
sediment,Shandong,Shandong Qinghai Jiaozhou the downstream of Yang river,NA,120.075,36.135,Sarafloxacin,Fluoroquinolones,0.09,ng/g,2016,61
sediment,Shandong,Shandong Yantai Haiyang,11,121.045599,36.621305,Ciprofloxacin,Fluoroquinolones,0.54,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.153602,36.680283,Clarithromycin,Macrolides,0.43,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.153602,36.680283,Doxycycline,Tetracyclines,0.2,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.008671,36.647354,Enrofloxacin,Fluoroquinolones,0.47,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.119055,36.651358,Norfloxacin,Fluoroquinolones,0.54,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.006167,36.640879,Ofloxacin,Fluoroquinolones,0.4,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.153602,36.680283,Oxytetracycline,Tetracyclines,37.415,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.153602,36.680283,Roxithromycin,Macrolides,5,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.153602,36.680283,Sarafloxacin,Fluoroquinolones,0.38,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.110786,36.648224,Sulfadiazine,Sulfonamides,0.29,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.110786,36.648224,Sulfadimidine,Sulfonamides,0.08,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.045599,36.621305,Sulfamethoxazole,Sulfonamides,0.26,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.110786,36.648224,Sulfaquinoxaline,Sulfonamides,0.16,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.119055,36.651358,Tetracycline,Tetracyclines,0.51,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,11,121.119055,36.651358,Trimethoprim,Diaminopyrimidines,0.19,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.006167,36.640879,Ciprofloxacin,Fluoroquinolones,0.33,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.110786,36.648224,Doxycycline,Tetracyclines,0.22,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.008671,36.647354,Enrofloxacin,Fluoroquinolones,0.92,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.008671,36.647354,Norfloxacin,Fluoroquinolones,0.45,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.119055,36.651358,Ofloxacin,Fluoroquinolones,0.46,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.110786,36.648311,Oxytetracycline,Tetracyclines,5.46,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.045599,36.621305,Sarafloxacin,Fluoroquinolones,0.32,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.110786,36.648311,Sulfadiazine,Sulfonamides,0.315,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.110786,36.648224,Sulfadimidine,Sulfonamides,0.08,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.110786,36.648311,Sulfamethoxazole,Sulfonamides,0.09,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.045599,36.621305,Sulfaquinoxaline,Sulfonamides,0.19,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.110786,36.648224,Tetracycline,Tetracyclines,7.43,ng/g,2018,52
sediment,Shandong,Shandong Yantai Haiyang,8,121.110786,36.648224,Trimethoprim,Diaminopyrimidines,0.275,ng/g,2018,52
sediment,Shandong,Shandong Yantai Penglai district,9,120.757579,37.793492,Ciprofloxacin,Fluoroquinolones,243,ng/g,2015,124
sediment,Shandong,Shandong Yantai Penglai district,9,120.757579,37.793492,Enrofloxacin,Fluoroquinolones,5.25,ng/g,2015,124
sediment,Shandong,Shandong Yantai Penglai district,9,120.757579,37.793492,Oxytetracycline,Tetracyclines,0.39,ng/g,2015,124
sediment,Shandong,Shandong Yantai Penglai district,9,120.757579,37.793492,Sulfadiazine,Sulfonamides,715,ng/g,2015,124
sediment,Shandong,Shandong Yantai Penglai district,9,120.757579,37.793492,Sulfamethoxazole,Sulfonamides,303,ng/g,2015,124
sediment,Shandong,Shandong Yantai Penglai district,9,120.757579,37.793492,Tetracycline,Tetracyclines,1231,ng/g,2015,124
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Ciprofloxacin,Fluoroquinolones,5300,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Enoxacin,Fluoroquinolones,2300,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Flumequine,Fluoroquinolones,4900,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Moxifloxacin,Fluoroquinolones,1800,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Nalidixic Acid,Quinolones,1400,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Norfloxacin,Fluoroquinolones,7000,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Ofloxacin,Fluoroquinolones,7600,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Oxolinic Acid,Quinolones,4700,ng/g,NA,130
sediment,Shandong,Shandong Yellow Sea & Bohai Sea,NA,120.188821,36.20126,Pipemidic Acid,Quinolones,2900,ng/g,NA,130
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Ciprofloxacin,Fluoroquinolones,26.62,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Enrofloxacin,Fluoroquinolones,7.04,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Erythromycin-H2O,Macrolides,2.11,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Norfloxacin,Fluoroquinolones,22.37,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Ofloxacin,Fluoroquinolones,16.26,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Oxytetracycline,Tetracyclines,3.31,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Roxithromycin,Macrolides,1.14,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,4,119,38,Tetracycline,Tetracyclines,9.170000000000002,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Ciprofloxacin,Fluoroquinolones,38.27,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Enrofloxacin,Fluoroquinolones,7.21,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Erythromycin-H2O,Macrolides,2.55,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Norfloxacin,Fluoroquinolones,19.21,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Ofloxacin,Fluoroquinolones,9.29,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Oxytetracycline,Tetracyclines,4.86,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Roxithromycin,Macrolides,1.6,ng/g,2014,96
sediment,Shandong,Shandong Yellow river Delta,9,119,38,Tetracycline,Tetracyclines,9.79,ng/g,2014,96
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Ciprofloxacin,Fluoroquinolones,26.62,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Enrofloxacin,Fluoroquinolones,7.04,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Erythromycin-H2O,Macrolides,2.11,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Norfloxacin,Fluoroquinolones,22.37,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Ofloxacin,Fluoroquinolones,16.26,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Oxytetracycline,Tetracyclines,3.31,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Roxithromycin,Macrolides,1.14,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,4,119,38.1,Tetracycline,Tetracyclines,9.170000000000002,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Ciprofloxacin,Fluoroquinolones,38.27,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Enrofloxacin,Fluoroquinolones,7.21,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Erythromycin-H2O,Macrolides,2.55,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Norfloxacin,Fluoroquinolones,19.21,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Ofloxacin,Fluoroquinolones,9.29,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Oxytetracycline,Tetracyclines,4.86,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Roxithromycin,Macrolides,1.6,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Tetracycline,Tetracyclines,9.79,ng/g,2014,90
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Azithromycin,Macrolides,0.1,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Chlortetracycline,Tetracyclines,7.86,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Ciprofloxacin,Fluoroquinolones,10.08,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Clarithromycin,Macrolides,0.13,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Enoxacin,Fluoroquinolones,0.13,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Enrofloxacin,Fluoroquinolones,6.43,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Norfloxacin,Fluoroquinolones,16.26,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Ofloxacin,Fluoroquinolones,171.34,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Oxytetracycline,Tetracyclines,4.62,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Roxithromycin,Macrolides,0.76,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfachloropyridazine,Sulfonamides,0.07,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfadiazine,Sulfonamides,0.72,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfadoxine,Sulfonamides,0.26,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfamethoxazole,Sulfonamides,0.74,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfaquinoxaline,Sulfonamides,0.02,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Tetracycline,Tetracyclines,0.3,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Trimethoprim,Diaminopyrimidines,0.4,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Amoxicillin,Beta-lactams,0.23,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Chlortetracycline,Tetracyclines,1.66,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Ciprofloxacin,Fluoroquinolones,14.14,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Doxycycline,Tetracyclines,3.56,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Enrofloxacin,Fluoroquinolones,126.28,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Norfloxacin,Fluoroquinolones,1.42,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Olaquindox,Other,0.63,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Oxytetracycline,Tetracyclines,1.28,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Sulfadiazine,Sulfonamides,2.69,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Sulfadimethoxine,Sulfonamides,1.23,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Chlortetracycline,Tetracyclines,0.56,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Ciprofloxacin,Fluoroquinolones,41.4,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Doxycycline,Tetracyclines,1.44,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Enrofloxacin,Fluoroquinolones,576.88,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Norfloxacin,Fluoroquinolones,12.6,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Oxytetracycline,Tetracyclines,5.71,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfadiazine,Sulfonamides,1.21,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfadimethoxine,Sulfonamides,0.6,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfadimidine,Sulfonamides,0.04,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfamethoxazole,Sulfonamides,0.01,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Trimethoprim,Diaminopyrimidines,2.94,ng/g,2018,60
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Amoxicillin,Beta-lactams,11.62,ng/g,2017,45
