sample_type,matrix,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
sediment,sediment,Tianjin,Chentaizi Drainage River,Lomefloxacin,fluoroquinolones,82300000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Minocycline,other,2617052631.57895,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,the mainstream of the Haihe River,Norfloxacin,fluoroquinolones,205000000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Norfloxacin,fluoroquinolones,342000000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Norfloxacin,fluoroquinolones,4424200000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Norfloxacin,fluoroquinolones,7608700000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Ofloxacin,fluoroquinolones,398631578.947368,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,the mainstream of the Haihe River,Ofloxacin,fluoroquinolones,90800000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Ofloxacin,fluoroquinolones,113200000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Ofloxacin,fluoroquinolones,1494000000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Ofloxacin,fluoroquinolones,1675800000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Oxytetracycline,tetracyclines,3918947368.42105,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,Dagu Drainage River,Rifampicin,other,4098263157.89474,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,Dagu Drainage River,Roxithromycin,macrolides,2134157894.73684,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,the mainstream of the Haihe River,Roxithromycin,macrolides,18300000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Roxithromycin,macrolides,4900000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Roxithromycin,macrolides,14100000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Roxithromycin,macrolides,47500000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Sulfachloropyridazine,sulfonamides,2298421052.63158,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,Dagu Drainage River,Sulfadiazine,sulfonamides,4639052631.57895,,ng/g dw,2008,,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),167,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies
sediment,sediment,Tianjin,the mainstream of the Haihe River,Sulfadiazine,sulfonamides,10700000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Sulfadiazine,sulfonamides,500000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Sulfadiazine,sulfonamides,1900000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Sulfadiazine,sulfonamides,3000000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the mainstream of the Haihe River,Sulfadimidine,sulfonamides,4400000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Sulfadimidine,sulfonamides,3700000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Sulfadimidine,sulfonamides,1000000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Sulfadimidine,sulfonamides,5600000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the mainstream of the Haihe River,Sulfamonomethoxine,sulfonamides,700000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,the tributaries of Haihe River,Sulfapyridine,sulfonamides,400000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Sulfapyridine,sulfonamides,6200000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Dagu Drainage River,Sulfafurazole,sulfonamides,200000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
sediment,sediment,Tianjin,Chentaizi Drainage River,Sulfafurazole,sulfonamides,300000.0,,ng/g dw,2008,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),183,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China
